Entry : 721 | Name : Rabbit | Subname :  | Type: 8 | Static Flags : 6 | Beast Family : 0
Entry : 6122 | Name : Gakin the Darkbinder | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 461 | Name : Demisette Cloyce | Subname : Warlock Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 5496 | Name : Sandahl | Subname : Warlock Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 5694 | Name : High Sorcerer Andromath | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1413 | Name : Janey Anship | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 1414 | Name : Lisan Pierce | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 1415 | Name : Suzanne | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 2708 | Name : Archmage Malin | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 331 | Name : Maginor Dumas | Subname : Master Mage | Type: 7 | Static Flags : 110 | Beast Family : 0
Entry : 5498 | Name : Elsharin | Subname : Mage Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 5497 | Name : Jennea Cannon | Subname : Mage Trainer | Type: 7 | Static Flags : 110 | Beast Family : 0
Entry : 2485 | Name : Larimaine Purdue | Subname : Portal Trainer | Type: 7 | Static Flags : 110 | Beast Family : 0
Entry : 4078 | Name : Collin Mauren | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1309 | Name : Wynne Larson | Subname : Robe Merchant | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1429 | Name : Thurman Schneider | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1310 | Name : Evan Larson | Subname : Hatter | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 5499 | Name : Lilyssia Nightbreeze | Subname : Alchemy Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 5566 | Name : Tannysa | Subname : Herbalism Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1313 | Name : Maria Lumere | Subname : Alchemy Supplier | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 5503 | Name : Eldraeith | Subname : Herbalism Supplier | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1141 | Name : Angus Stern | Subname : Head Chef | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 3520 | Name : Ol' Emma | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1350 | Name : Theresa Moulaine | Subname : Robe Vendor | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1349 | Name : Agustus Moulaine | Subname : Mail Armor Merchant | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1405 | Name : Morris Lawry | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 1444 | Name : Brother Kristoff | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1368 | Name : Justin | Subname :  | Type: 7 | Static Flags : 110 | Beast Family : 0
Entry : 2198 | Name : Crier Goodman | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 1370 | Name : Brandon | Subname :  | Type: 7 | Static Flags : 110 | Beast Family : 0
Entry : 1371 | Name : Roman | Subname :  | Type: 7 | Static Flags : 110 | Beast Family : 0
Entry : 1348 | Name : Gregory Ardus | Subname : Mace Merchant | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 928 | Name : Lord Grayson Shadowbreaker | Subname : Paladin Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 5491 | Name : Arthur the Faithful | Subname : Paladin Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 5492 | Name : Katherine the Pure | Subname : Paladin Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 4982 | Name : Thomas | Subname : Altar Boy | Type: 7 | Static Flags : 110 | Beast Family : 0
Entry : 6171 | Name : Duthorian Rall | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1351 | Name : Brother Cassius | Subname : Reagent Vendor | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1284 | Name : Archbishop Benedictus | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 6173 | Name : Gazin Tenorm | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1182 | Name : Brother Anton | Subname : Scarlet Crusade Emissary | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1212 | Name : Bishop Farthing | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 376 | Name : High Priestess Laurena | Subname : Priest Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 5489 | Name : Brother Joshua | Subname : Priest Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 2327 | Name : Shaina Fuller | Subname : First Aid Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 5484 | Name : Brother Benjamin | Subname : Priest Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1646 | Name : Baros Alexston | Subname : City Architect | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 3513 | Name : Miss Danna | Subname : School Mistress | Type: 7 | Static Flags : 104 | Beast Family : 0
Entry : 3505 | Name : Pat | Subname :  | Type: 7 | Static Flags : 110 | Beast Family : 0
Entry : 3507 | Name : Andi | Subname :  | Type: 7 | Static Flags : 110 | Beast Family : 0
Entry : 3510 | Name : Twain | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 3511 | Name : Steven | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 3509 | Name : Geoff | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 3508 | Name : Mikey | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 3512 | Name : Jimmy | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 5565 | Name : Jillian Tanner | Subname : Leatherworking Supplier | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 5564 | Name : Simon Tanner | Subname : Leatherworking Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1321 | Name : Alyssa Griffith | Subname : Bag Vendor | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1319 | Name : Bryan Cross | Subname : Shield Merchant | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1292 | Name : Maris Granger | Subname : Skinning Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1320 | Name : Seoman Griffith | Subname : Leather Armor Merchant | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1339 | Name : Mayda Thane | Subname : Cobbler | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1395 | Name : Ol' Beasley | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 2795 | Name : Lenny "Fingers" McCoy | Subname : Lockpicking Trainer | Type: 7 | Static Flags : 110 | Beast Family : 0
Entry : 1333 | Name : Gerik Koen | Subname : Two Handed Weapon Merchant | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 4961 | Name : Dashel Stonefist | Subname :  | Type: 7 | Static Flags : 110 | Beast Family : 0
Entry : 3626 | Name : Jenn Langston | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1721 | Name : Nikova Raskol | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 918 | Name : Osborne the Night Man | Subname : Rogue Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1323 | Name : Osric Strang | Subname : Heavy Armor Merchant | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1341 | Name : Wilhelm Strang | Subname : Mail Armor Merchant | Type: 7 | Static Flags : 110 | Beast Family : 0
Entry : 1324 | Name : Heinrich Stone | Subname : Blade Merchant | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1478 | Name : Aedis Brom | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 1328 | Name : Elly Langston | Subname : Barmaid | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 6089 | Name : Harry Burlguard | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 6090 | Name : Bartleby | Subname : Drunk | Type: 7 | Static Flags : 14 | Beast Family : 0
Entry : 1327 | Name : Reese Langston | Subname : Tavernkeeper | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 3629 | Name : David Langston | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 914 | Name : Ander Germaine | Subname : Warrior Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1477 | Name : Christoph Faral | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 1756 | Name : Stormwind Royal Guard | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 340 | Name : Kendor Kabonka | Subname : Master of Cooking Recipes | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 5483 | Name : Erika Tate | Subname : Cooking Supplier | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 5482 | Name : Stephen Ryback | Subname : Cooking Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 5480 | Name : Ilsa Corbin | Subname : Warrior Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 5479 | Name : Wu Shen | Subname : Warrior Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 332 | Name : Master Mathias Shaw | Subname : Guildmaster of the Stormwind Assassins | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1326 | Name : Sloan McCoy | Subname : Poison Supplier | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1325 | Name : Jasper Fel | Subname : Shady Dealer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1439 | Name : Lord Baurles K. Wishock | Subname : House of Nobles | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 4969 | Name : Old Town Thug | Subname :  | Type: 7 | Static Flags : 64 | Beast Family : 0
Entry : 2285 | Name : Count Remington Ridgewell | Subname : House of Nobles | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1752 | Name : Caledra Dawnbreeze | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
