Entry : 2289 | Name : Connor McCoy | Subname : Spirit Healer | Type: 7 | Static Flags : 10485862 | Beast Family : 0
Entry : 5175 | Name : Gearcutter Cogspinner | Subname : Engineering Supplier | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 5174 | Name : Springspindle Fizzlegear | Subname : Engineering Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 5161 | Name : Grimnur Stonebrand | Subname : Fishing Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 4081 | Name : Lomac Gearstrip | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 5162 | Name : Tansy Puddlefizz | Subname : Fishing Supplier | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 5131 | Name : Kiren Tyrngaarde | Subname : Bread Vendor | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 5163 | Name : Burbik Gearspanner | Subname : Trade Supplier | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 5160 | Name : Emrul Riknussun | Subname : Cooking Supplier | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 5387 | Name : High Explorer Magellas | Subname : Explorers' League | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 5637 | Name : [PH] Roetten Stonehammer | Subname : Reclaimers Inc. <Texture - Warrior/Explorer> | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 4254 | Name : Geofram Bouldertoe | Subname : Mining Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 4256 | Name : Golnir Bouldertoe | Subname : Mining Supplier | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 5133 | Name : Harick Boulderdrum | Subname : General Goods Vendor | Type: 7 | Static Flags : 96 | Beast Family : 0
Entry : 5132 | Name : Pithwick | Subname : Bag Vendor | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 5159 | Name : Daryl Riknussun | Subname : Cooking Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 2790 | Name : Grand Mason Marblesten | Subname : Royal Stonecutters Union | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 5192 | Name : Nils Stonebrow | Subname : Tabard Vendor | Type: 7 | Static Flags : 65638 | Beast Family : 0
Entry : 5049 | Name : Lyesa Steelbrow | Subname : Guild Tabard Designer | Type: 7 | Static Flags : 65638 | Beast Family : 0
Entry : 5130 | Name : Jondor Steelbrow | Subname : Guild Master | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1573 | Name : Gryth Thurden | Subname : Gryphon Master | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 2784 | Name : King Magni Bronzebeard | Subname : Lord of Ironforge | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 4258 | Name : Bengus Deepforge | Subname : Blacksmithing Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 3842 | Name : Brombar Higgleby | Subname : The Keymaster | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 2786 | Name : Gerrig Bonegrip | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 4259 | Name : Thurgrum Deepforge | Subname : Blacksmithing Supplier | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 6120 | Name : Lago Blackwrench | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 5167 | Name : Fenthwick | Subname : Rogue Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 5166 | Name : Ormyr Flinteye | Subname : Rogue Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 5165 | Name : Hulfdan Blackbeard | Subname : Rogue Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 5169 | Name : Tynnus Venomsprout | Subname : Poison Vendor | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 2737 | Name : Durtham Greldon | Subname : Lockpicking Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 5171 | Name : Thistleheart | Subname : Warlock Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 5172 | Name : Briarthorn | Subname : Warlock Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 5173 | Name : Alexander Calder | Subname : Warlock Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 5170 | Name : Hjoldir Stoneblade | Subname : Blade Merchant | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 5151 | Name : Ginny Longberry | Subname : Reagent Vendor | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 5150 | Name : Nissa Firestone | Subname : First Aid Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1274 | Name : Senator Barin Redstone | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 2918 | Name : Advisor Belgrum | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 5152 | Name : Bingus | Subname : Staff Merchant | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 5156 | Name : Maeva Snowbraid | Subname : Robe Merchant | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 6179 | Name : Tiza Battleforge | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 5143 | Name : Toldren Deepiron | Subname : Priest Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 5142 | Name : Braenna Flintcrag | Subname : Priest Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 5153 | Name : Jormund Stonebrow | Subname : Tailoring Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 5154 | Name : Poranna Snowbraid | Subname : Tailoring Supplier | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 5155 | Name : Ingrys Stonebrow | Subname : Cloth Armor Merchant | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 6178 | Name : Muiredon Battleforge | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 2489 | Name : Belstaff Stormeye | Subname : Portal Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 5141 | Name : Theodrus Frostbeard | Subname : Priest Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 5149 | Name : Brandur Ironhammer | Subname : Paladin Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 5148 | Name : Beldruk Doombrow | Subname : Paladin Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 5144 | Name : Bink | Subname : Mage Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 5145 | Name : Juli Stormbraid | Subname : Mage Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 5146 | Name : Nittlebur Sparkfizzle | Subname : Mage Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 5157 | Name : Gimble Thistlefuzz | Subname : Enchanting Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 5158 | Name : Tilli Thistlefuzz | Subname : Enchanting Supplier | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 5147 | Name : Valgar Highforge | Subname : Paladin Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 5861 | Name : Twilight Fire Guard | Subname :  | Type: 7 | Static Flags : 128 | Beast Family : 0
Entry : 5862 | Name : Twilight Geomancer | Subname :  | Type: 7 | Static Flags : 128 | Beast Family : 0
Entry : 5860 | Name : Twilight Dark Shaman | Subname :  | Type: 7 | Static Flags : 128 | Beast Family : 0
Entry : 5855 | Name : Magma Elemental | Subname :  | Type: 4 | Static Flags : 0 | Beast Family : 0
Entry : 5858 | Name : Greater Lava Spider | Subname :  | Type: 1 | Static Flags : 0 | Beast Family : 0
Entry : 5854 | Name : Heavy War Golem | Subname :  | Type: 4 | Static Flags : 0 | Beast Family : 0
Entry : 5844 | Name : Dark Iron Slaver | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 5843 | Name : Slave Worker | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 5833 | Name : Margol the Rager | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 38 | Name : Defias Thug | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 491 | Name : Quartermaster Lewis | Subname : Quartermaster | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 95 | Name : Defias Smuggler | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 6250 | Name : Crawler | Subname :  | Type: 1 | Static Flags : 0 | Beast Family : 8
Entry : 123 | Name : Riverpaw Mongrel | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 846 | Name : Ghoul | Subname :  | Type: 6 | Static Flags : 0 | Beast Family : 0
Entry : 506 | Name : Sergeant Brashclaw | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 572 | Name : Leprithus | Subname :  | Type: 6 | Static Flags : 0 | Beast Family : 0
Entry : 458 | Name : Murloc Hunter | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 513 | Name : Murloc Netter | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 171 | Name : Murloc Warrior | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 456 | Name : Murloc Minor Oracle | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 831 | Name : Sea Crawler | Subname :  | Type: 1 | Static Flags : 16 | Beast Family : 8
Entry : 1065 | Name : Riverpaw Shaman | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 1236 | Name : Kobold Digger | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 99 | Name : Morgaine the Sly | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 4277 | Name : Eye of Kilrogg | Subname :  | Type: 3 | Static Flags : 2054 | Beast Family : 0
Entry : 464 | Name : Guard Parker | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 712 | Name : Redridge Thrasher | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 441 | Name : Black Dragon Whelp | Subname :  | Type: 2 | Static Flags : 0 | Beast Family : 0
Entry : 423 | Name : Redridge Mongrel | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 932 | Name : Guard Ashlock | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 5607 | Name : Roger | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 931 | Name : Ariena Bloodfeather | Subname : Gryphon Master | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 5608 | Name : Jamin | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1070 | Name : Deputy Feldon | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 903 | Name : Guard Howe | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 848 | Name : Madison | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 935 | Name : Guard Pearce | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 933 | Name : Guard Hiett | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 934 | Name : Guard Clarke | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 382 | Name : Marshal Marris | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 341 | Name : Foreman Oslow | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 415 | Name : Verner Osgood | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 790 | Name : Karen Taylor | Subname : Mining and Smithing Supplies | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 2294 | Name : Jaynice Sillestan | Subname : Spirit Healer | Type: 7 | Static Flags : 10485862 | Beast Family : 0
Entry : 793 | Name : Kara Adams | Subname : Shield Crafter | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1678 | Name : Vernon Hale | Subname : Bait and Tackle Supplier | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 791 | Name : Lindsay Ashlock | Subname : General Supplies | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 777 | Name : Amy Davenport | Subname : Tradeswoman | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 956 | Name : Dorin Songblade | Subname : Armorer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1680 | Name : Matthew Hooper | Subname : Fishing Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 381 | Name : Dockmaster Baren | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 844 | Name : Antonio Perelli | Subname : Traveling Salesman | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 900 | Name : Bailiff Conacher | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 344 | Name : Magistrate Solomon | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 348 | Name : Zem Leeward | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 847 | Name : Nathan | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 849 | Name : Rachel | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 6166 | Name : Yorus Barleybrew | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 859 | Name : Guard Berton | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 266 | Name : Wiley the Black | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 3091 | Name : Franklin Hamar | Subname : Clothier | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 379 | Name : Darcy | Subname : Waitress | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 789 | Name : Kimberly Hiett | Subname : Fletcher | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 850 | Name : Erin | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 5620 | Name : Bartender Wental | Subname : Food and Drinks | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 3085 | Name : Gloria Femmel | Subname : Cooking Supplies | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 3089 | Name : Sherman Femmel | Subname : Butcher | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 346 | Name : Barkeep Daniels | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 936 | Name : Guard Adams | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 343 | Name : Chef Breanna | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 3087 | Name : Crystal Boughman | Subname : Cooking Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 3086 | Name : Gretchen Vogel | Subname : Waitress | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 3090 | Name : Gerald Crawley | Subname : Poison Supplier | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 812 | Name : Alma Jainrose | Subname : Herbalism Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 342 | Name : Martie Jainrose | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 3088 | Name : Henry Chapal | Subname : Gunsmith | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1671 | Name : Lamar Veisilli | Subname : Herbalist | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 851 | Name : Hannah | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 426 | Name : Redridge Brute | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 440 | Name : Blackrock Grunt | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 485 | Name : Blackrock Outrunner | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 422 | Name : Murloc Flesheater | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 430 | Name : Redridge Mystic | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 424 | Name : Redridge Poacher | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 2675 | Name : Explosive Sheep | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 446 | Name : Redridge Basher | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 1721 | Name : Nikova Raskol | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1326 | Name : Sloan McCoy | Subname : Poison Supplier | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 3626 | Name : Jenn Langston | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 332 | Name : Master Mathias Shaw | Subname : Guildmaster of the Stormwind Assassins | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1323 | Name : Osric Strang | Subname : Heavy Armor Merchant | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1341 | Name : Wilhelm Strang | Subname : Mail Armor Merchant | Type: 7 | Static Flags : 110 | Beast Family : 0
Entry : 1324 | Name : Heinrich Stone | Subname : Blade Merchant | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1327 | Name : Reese Langston | Subname : Tavernkeeper | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 6089 | Name : Harry Burlguard | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 6090 | Name : Bartleby | Subname : Drunk | Type: 7 | Static Flags : 14 | Beast Family : 0
Entry : 5479 | Name : Wu Shen | Subname : Warrior Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 5480 | Name : Ilsa Corbin | Subname : Warrior Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 3629 | Name : David Langston | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 914 | Name : Ander Germaine | Subname : Warrior Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1328 | Name : Elly Langston | Subname : Barmaid | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 340 | Name : Kendor Kabonka | Subname : Master of Cooking Recipes | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 5482 | Name : Stephen Ryback | Subname : Cooking Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 5483 | Name : Erika Tate | Subname : Cooking Supplier | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1439 | Name : Lord Baurles K. Wishock | Subname : House of Nobles | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 2285 | Name : [PH] Count Remington Ridgewell | Subname : House of Nobles | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1752 | Name : [PH] Caledra Dawnbreeze | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 1756 | Name : Stormwind Royal Guard | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 5384 | Name : [PH] Brohann Caskbelly | Subname : Explorers' League | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 656 | Name : Wilder Thistlenettle | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1472 | Name : Morgg Stormshot | Subname : Swordsmith | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 5413 | Name : Furen Longbeard | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 5516 | Name : Ulfir Ironbeard | Subname : Hunter Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 5515 | Name : Einris Brightspear | Subname : Hunter Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 5517 | Name : Thorfin Stoneshield | Subname : Hunter Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 5511 | Name : Therum Deepforge | Subname : Blacksmithing Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 5512 | Name : Kaita Deepforge | Subname : Blacksmithing Supplier | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 5510 | Name : Thulman Flintcrag | Subname : Guns Vendor | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 5508 | Name : Strumner Flintheel | Subname : Raptor Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 5444 | Name : Tamed Raptor | Subname :  | Type: 1 | Static Flags : 102 | Beast Family : 11
Entry : 5513 | Name : Gelman Stonehand | Subname : Mining Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 5514 | Name : Brooke Stonebraid | Subname : Mining Supplier | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 5518 | Name : Lilliam Sparkspindle | Subname : Engineering Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1416 | Name : Grimand Elmore | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 5509 | Name : Kathrum Axehand | Subname : Axe Merchant | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 5519 | Name : Billibub Cogspinner | Subname : Engineering Supplier | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 4960 | Name : Bishop DeLavey | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1747 | Name : King Anduin Wrynn | Subname :  | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1748 | Name : Highlord Bolvar Fordragon | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 1749 | Name : Lord Daval Prestor II | Subname :  | Type: 2 | Static Flags : 0 | Beast Family : 0
Entry : 2439 | Name : Major Samuelson | Subname : Stormwind City Guard | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 2504 | Name : Donyal Tovald | Subname : Librarian | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1440 | Name : Milton Sheaf | Subname : Librarian | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1754 | Name : Lord Gregor Lescovar | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 1751 | Name : [PH] Mithras Ironhill | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 1750 | Name : Grand Admiral Jes-Tereth | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 918 | Name : Osborne the Night Man | Subname : Rogue Trainer | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 1669 | Name : Defias Profiteer | Subname : Free Wheeling Merchant | Type: 7 | Static Flags : 102 | Beast Family : 0
Entry : 550 | Name : Defias Messenger | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 596 | Name : Brainwashed Noble | Subname :  | Type: 7 | Static Flags : 0 | Beast Family : 0
Entry : 626 | Name : Foreman Thistlenettle | Subname :  | Type: 6 | Static Flags : 0 | Beast Family : 0
